m1,p
http://dbpedia.org/resource/Cogan,_Berlind,_Weill_&_Levitt,http://dbpedia.org/resource/Marshall_Cogan
http://dbpedia.org/resource/Grandi_Stazioni,http://dbpedia.org/resource/Mauro_Moretti
http://dbpedia.org/resource/Leonardo-Finmeccanica,http://dbpedia.org/resource/Mauro_Moretti
http://dbpedia.org/resource/Rasika_Productions,http://dbpedia.org/resource/Mukta_Barve
http://dbpedia.org/resource/NDTV,http://dbpedia.org/resource/Radhika_Roy
http://dbpedia.org/resource/Ginebra_San_Miguel,http://dbpedia.org/resource/Ramon_S._Ang
http://dbpedia.org/resource/Magnolia_(company),http://dbpedia.org/resource/Ramon_S._Ang
http://dbpedia.org/resource/San_Miguel_Brewery,http://dbpedia.org/resource/Ramon_S._Ang
http://dbpedia.org/resource/San_Miguel_Corporation,http://dbpedia.org/resource/Ramon_S._Ang
http://dbpedia.org/resource/San_Miguel_Brewery_Hong_Kong,http://dbpedia.org/resource/Ramon_S._Ang
http://dbpedia.org/resource/Petron_Corporation,http://dbpedia.org/resource/Ramon_S._Ang
http://dbpedia.org/resource/San_Miguel_Pure_Foods_Company,http://dbpedia.org/resource/Ramon_S._Ang
http://dbpedia.org/resource/Ascend_Communications,http://dbpedia.org/resource/Rob_Ryan_(entrepreneur)
http://dbpedia.org/resource/Association_of_the_Representatives_of_Bunyoro-Kitara,http://dbpedia.org/resource/Solomon_Iguru_I
http://dbpedia.org/resource/Stallion_Group,http://dbpedia.org/resource/Sunil_Vaswani
http://dbpedia.org/resource/Simard-Beaudry_Construction,http://dbpedia.org/resource/Tony_Accurso
http://dbpedia.org/resource/Viking_Cruises,http://dbpedia.org/resource/Torstein_Hagen
http://dbpedia.org/resource/BASA-press,http://dbpedia.org/resource/Vasile_Botnaru
http://dbpedia.org/resource/Chemical_Bank,http://dbpedia.org/resource/Walter_V._Shipley
http://dbpedia.org/resource/United_Stations_Radio_Networks,http://dbpedia.org/resource/Ed_Salamon
http://dbpedia.org/resource/Perceptive_Pixel,http://dbpedia.org/resource/Jefferson_Han
http://dbpedia.org/resource/Hang_Seng_Bank,http://dbpedia.org/resource/Raymond_Ch'ien
http://dbpedia.org/resource/Scientific_Games_Corporation,http://dbpedia.org/resource/Ronald_O._Perelman
http://dbpedia.org/resource/Spyderco,http://dbpedia.org/resource/Sal_Glesser
http://dbpedia.org/resource/Koç_Holding,http://dbpedia.org/resource/Ömer_Koç
http://dbpedia.org/resource/M_J_Gleeson,http://dbpedia.org/resource/Dermot_Gleeson_(BBC)
http://dbpedia.org/resource/Incorporated_Council_of_Law_Reporting,http://dbpedia.org/resource/His_Honour
http://dbpedia.org/resource/SuperGroup,http://dbpedia.org/resource/Peter_Bamford
http://dbpedia.org/resource/Xangati,http://dbpedia.org/resource/S._%22Sundi%22_Sundaresh
http://dbpedia.org/resource/CrossGen,http://dbpedia.org/resource/Gina_M._Villa
http://dbpedia.org/resource/Bahwan_CyberTek,http://dbpedia.org/resource/Director_(company)
http://dbpedia.org/resource/The_Keg,http://dbpedia.org/resource/Director_(corporation)
http://dbpedia.org/resource/Medici_Bank,http://dbpedia.org/resource/Giovanni_di_Bicci
http://dbpedia.org/resource/Cewit,http://dbpedia.org/resource/Indian_telecom
http://dbpedia.org/resource/Ajay_Devgn_FFilms,http://dbpedia.org/resource/Kajol_Devgan
http://dbpedia.org/resource/First_Magazine_Limited,http://dbpedia.org/resource/Lord_Hurd
http://dbpedia.org/resource/Annapurna_Studios,http://dbpedia.org/resource/Nagarjuna_Akkineni
http://dbpedia.org/resource/Panic_(company),http://dbpedia.org/resource/Cabel_Sasser
http://dbpedia.org/resource/Alltel,http://dbpedia.org/resource/Frank_O'Mara
http://dbpedia.org/resource/Allied_Wireless,http://dbpedia.org/resource/Frank_O'Mara
http://dbpedia.org/resource/British-German_Association,http://dbpedia.org/resource/HRH_The_Duke_of_Kent
http://dbpedia.org/resource/Cobra_Beer,http://dbpedia.org/resource/Karan_Bilimoria
http://dbpedia.org/resource/Janspeed,http://dbpedia.org/resource/Kieth_O'Dor
http://dbpedia.org/resource/Spaceship_Earth_Grants,http://dbpedia.org/resource/Leland_Melvin
http://dbpedia.org/resource/Mander_Brothers,http://dbpedia.org/resource/Mander_family
http://dbpedia.org/resource/Mercia_Fund_Management,http://dbpedia.org/resource/Peter_Dicks
http://dbpedia.org/resource/Enron,http://dbpedia.org/resource/Rebecca_Mark-Jusbasche
http://dbpedia.org/resource/Azurix,http://dbpedia.org/resource/Rebecca_Mark-Jusbasche
http://dbpedia.org/resource/Enron_scandal,http://dbpedia.org/resource/Rebecca_Mark-Jusbasche
http://dbpedia.org/resource/Équiterre,http://dbpedia.org/resource/Sidney_Ribaux
http://dbpedia.org/resource/Remstar,http://dbpedia.org/resource/Maxime_Rémillard
http://dbpedia.org/resource/Hera_Group,http://dbpedia.org/resource/Tomaso_Tommasi_di_Vignano
http://dbpedia.org/resource/FSA_Corporation,http://dbpedia.org/resource/Dan_Freedman
http://dbpedia.org/resource/Jasomi_Networks,http://dbpedia.org/resource/Dan_Freedman
http://dbpedia.org/resource/Altria,http://dbpedia.org/resource/Martin_Barrington
http://dbpedia.org/resource/Salvatore_Ferragamo_S.p.A.,http://dbpedia.org/resource/Massimiliano_Giornetti
http://dbpedia.org/resource/Nova_M_Radio,http://dbpedia.org/resource/Anita_Drobny
http://dbpedia.org/resource/Egalet,http://dbpedia.org/resource/Board_member
http://dbpedia.org/resource/Witan_Pacific_Investment_Trust,http://dbpedia.org/resource/Board_member
http://dbpedia.org/resource/Telligent_Systems,http://dbpedia.org/resource/Board_member
http://dbpedia.org/resource/Austrian_Gas_Grid_Management,http://dbpedia.org/resource/Board_members
http://dbpedia.org/resource/Jumex,http://dbpedia.org/resource/Eugenio_Lopez_Alonso
http://dbpedia.org/resource/Royal_Exchange_Assurance_Corporation,http://dbpedia.org/resource/Hugh_Kenyon_Molesworth_Kindersley,_2nd_Baron_Kindersley
http://dbpedia.org/resource/Rapp_Motorenwerke,http://dbpedia.org/resource/Karl_Friedrich_Rapp
http://dbpedia.org/resource/Chenab_Group,http://dbpedia.org/resource/Chen_One
http://dbpedia.org/resource/Blue_Revolution,http://dbpedia.org/resource/Paul_Hollins
http://dbpedia.org/resource/LightSurf,http://dbpedia.org/resource/Sonia_Lee_Kahn
http://dbpedia.org/resource/Rover_Company,http://dbpedia.org/resource/Spencer_Wilks
http://dbpedia.org/resource/Opera_Software,http://dbpedia.org/resource/Lars_Boilesen
http://dbpedia.org/resource/Rickenbacker,http://dbpedia.org/resource/Adolph_Rickenbacher
http://dbpedia.org/resource/List_of_Rickenbacker_products,http://dbpedia.org/resource/Adolph_Rickenbacher
http://dbpedia.org/resource/Ingra_(construction_company),http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/TopoTarget,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Equity_One,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Albanian-American_Enterprise_Fund,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Interfax,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Biohit,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Fortune_Brands,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/AAR_Corp,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/AvtoVAZ,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/ENSCO,_Inc.,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Eli_Lilly_and_Company,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/TOA_Technologies,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Rick's_Cabaret,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/INA_(company),http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Maduro_&_Curiel's_Bank,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Mitsuba_Corporation,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/OC_Oerlikon,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Morozoff_Ltd.,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/RR_Media,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Kari-Finn,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Cumberland_Community_Improvement_District,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Infront_Sports_&_Media,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Philippine_American_Life_and_General_Insurance_Company,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Risk_International,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/TI_Automotive,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Beacon_Roofing_Supply,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Escape_Dynamics,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Glacier_Media,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Nation-E,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/PaR_Systems,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Commercial_Metals_Company,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/W._L._Gore_and_Associates,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Nuvio_Corporation,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/EZCorp,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Steel_Dynamics,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Information_Control_Corporation,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/James_Richardson_Corporation,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/PCM,_Inc.,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Chase_Bank,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Sandvik,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/On2_Technologies,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/LaRosa's_Pizzeria,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/PLDT,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Unum,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Gigamon,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Molecular_Partners,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/SMEP_Microfinance_Bank,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Uganda_Electricity_Transmission_Company_Limited,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Aloqabank,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Fareway,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Lampin_Corporation,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Expolanka,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Sinara_Group,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Uddeholms_AB,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/TerraPower,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Hrvatska_elektroprivreda,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Linamar,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Insular_Life,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Visibility_(corporation),http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Rejlers,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Annaly_Capital_Management,_Inc,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Ditech,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Neste,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Bank_of_Utah,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Odisha_Construction_Corporation,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Town_Center_Area_Community_Improvement_District,http://dbpedia.org/resource/Chairman_of_the_Board
http://dbpedia.org/resource/Hengan_International,http://dbpedia.org/resource/Deputy_chairman
http://dbpedia.org/resource/Xirrus,http://dbpedia.org/resource/Dirk_Gates
http://dbpedia.org/resource/Maple_Leaf_Foods,http://dbpedia.org/resource/Michael_McCain
http://dbpedia.org/resource/Red_Entertainment,http://dbpedia.org/resource/Ohji_Hiroi
http://dbpedia.org/resource/Kink.com,http://dbpedia.org/resource/Peter_Acworth
http://dbpedia.org/resource/Chemetco,http://dbpedia.org/resource/Denis_L._Feron
http://dbpedia.org/resource/Standard_Oil,http://dbpedia.org/resource/Henry_H._Rogers
http://dbpedia.org/resource/Bang_(company),http://dbpedia.org/resource/Lyle_Greenfield
http://dbpedia.org/resource/Northwell_Health,http://dbpedia.org/resource/Michael_J._Dowling
http://dbpedia.org/resource/Compass_Group,http://dbpedia.org/resource/Richard_Cousins
http://dbpedia.org/resource/Enterprise_Oil,http://dbpedia.org/resource/Sir_Graham_Hearne
http://dbpedia.org/resource/J.A._Jones_Construction,http://dbpedia.org/resource/James_Addison_Jones
http://dbpedia.org/resource/International_People's_Tribunal_on_Human_Rights_and_Justice_in_Kashmir,http://dbpedia.org/resource/Parvez_Imroz
http://dbpedia.org/resource/American_Motors,http://dbpedia.org/resource/Roy_D._Chapin_Jr.
http://dbpedia.org/resource/Jet_Republic,http://dbpedia.org/resource/Viktor_Popovic
http://dbpedia.org/resource/TEAMS_Design,http://dbpedia.org/resource/Hans_Peter_Aglassinger
http://dbpedia.org/resource/Coca-Cola_Bottling_Shqipëria,http://dbpedia.org/resource/Administrator_(business)
http://dbpedia.org/resource/Raj_Comics,http://dbpedia.org/resource/Sanjay_Gupta(Raj_Comics)
http://dbpedia.org/resource/Rogue_Amoeba,https://rogueamoeba.com/company/staff/paul.php
http://dbpedia.org/resource/Goodwin_Procter,http://www.goodwinlaw.com/professionals/h/hashmall-david
http://dbpedia.org/resource/Goodwin_Procter,http://www.goodwinlaw.com/professionals/i/insolia-robert
http://dbpedia.org/resource/Cameron_Balloons,http://dbpedia.org/resource/Don_Cameron_(manufacturer)
http://dbpedia.org/resource/Century_Textile_and_Industries,http://dbpedia.org/resource/B._K._Birla
http://dbpedia.org/resource/Cognex_Corporation,http://dbpedia.org/resource/Dr._Robert_J._Shillman
http://dbpedia.org/resource/CMC_(company),http://dbpedia.org/resource/N_Chandrasekaran
http://dbpedia.org/resource/WR_Hambrecht_+_Co,http://dbpedia.org/resource/William_Hambrecht
http://dbpedia.org/resource/Sega_development_studios,http://dbpedia.org/resource/Noriyoshi_Oba
http://dbpedia.org/resource/BB&T,http://dbpedia.org/resource/Kelly_King
http://dbpedia.org/resource/ReliantHeart_Inc.,http://dbpedia.org/resource/Rodger_Ford
http://dbpedia.org/resource/Petrojack,http://dbpedia.org/resource/Berge_Gerdt_Larsen
http://dbpedia.org/resource/Altair_Engineering,http://dbpedia.org/resource/Jim_Scapa
http://dbpedia.org/resource/Volunteer_Service_Abroad,http://dbpedia.org/resource/Kaumatua
http://dbpedia.org/resource/Jacoby_&_Meyers,http://dbpedia.org/resource/Leonard_Jacoby
http://dbpedia.org/resource/TechnoServe,http://dbpedia.org/resource/Paul_E._Tierney,_Jr.
http://dbpedia.org/resource/Jacoby_&_Meyers,http://dbpedia.org/resource/Stephen_Meyers
http://dbpedia.org/resource/TicketForce,http://dbpedia.org/resource/Chief_Business_Development_Officer
http://dbpedia.org/resource/MedStar_Health,http://dbpedia.org/resource/Chief_Nursing_Officer
http://dbpedia.org/resource/Botswana_Stock_Exchange,http://dbpedia.org/resource/Administration_(business)
http://dbpedia.org/resource/Acorn_Computers,http://dbpedia.org/resource/Chris_Curry
http://dbpedia.org/resource/Cyclacel,http://dbpedia.org/resource/David_P._Lane
http://dbpedia.org/resource/GiveWell,http://dbpedia.org/resource/Holden_Karnofsky
http://dbpedia.org/resource/First_Magazine_Limited,http://dbpedia.org/resource/Lord_Cormack
http://dbpedia.org/resource/Vaux_Breweries,http://dbpedia.org/resource/Paul_Nicholson_(industrialist)
http://dbpedia.org/resource/Transatel,http://www.transatel.com/people/jacques-bonifay
http://dbpedia.org/resource/Transatel,http://www.transatel.com/people/bertrand-salomon/#portrait
http://dbpedia.org/resource/IBISWorld,http://www.ibisworld.com/about/who.aspx
http://dbpedia.org/resource/Air_India_Limited,http://www.firstpost.com/business/ashwani-lohani-a-tourism-veteran-to-steer-air-india-as-cmd-2400854.html
http://dbpedia.org/resource/Nightfall_Games,http://dbpedia.org/resource/Dave_Allsop
http://dbpedia.org/resource/Borden's_Ice_Cream,http://dbpedia.org/resource/Lloyd_Lerille
http://dbpedia.org/resource/Thirrupathi_Brothers,http://dbpedia.org/resource/N._Subash_Chandrabose
http://dbpedia.org/resource/Hochschild_Mining,http://dbpedia.org/resource/Roberto_Dañino_Zapata
http://dbpedia.org/resource/Volkert,_Inc.,http://dbpedia.org/resource/Senior_vice-president
http://dbpedia.org/resource/Vee_Technologies,http://dbpedia.org/resource/Senior_vice-president
http://dbpedia.org/resource/Kaupthing_Bank,http://dbpedia.org/resource/Ármann_Þorvaldsson
http://dbpedia.org/resource/Mercator_(retail),http://dbpedia.org/resource/Agrokor
http://dbpedia.org/resource/Within_(Virtual_Reality),http://dbpedia.org/resource/Chris_Milk
http://dbpedia.org/resource/Penske_Media_Corporation,http://dbpedia.org/resource/Jay_Penske
http://dbpedia.org/resource/Global_Pastors_Network,http://dbpedia.org/resource/John_C._Maxwell
http://dbpedia.org/resource/Type-Moon,http://dbpedia.org/resource/Kinoko_Nasu
http://dbpedia.org/resource/DLF_(company),http://dbpedia.org/resource/Kushal_Pal_Singh
http://dbpedia.org/resource/Odessa_Filmworks,http://dbpedia.org/resource/Lee_Demarbre
http://dbpedia.org/resource/Blue_Ant_Media,http://dbpedia.org/resource/Michael_MacMillan
http://dbpedia.org/resource/Marussia_Motors,http://dbpedia.org/resource/Nikolai_Fomenko
http://dbpedia.org/resource/Y_Combinator_(company),http://dbpedia.org/resource/Paul_Buchheit
http://dbpedia.org/resource/A_Side_Productions,http://dbpedia.org/resource/Per_Magnusson
http://dbpedia.org/resource/Wikidot,http://dbpedia.org/resource/Pieter_Hintjens
http://dbpedia.org/resource/NYAV_Post,http://dbpedia.org/resource/Stephanie_Sheh
http://dbpedia.org/resource/Essel_Group,http://dbpedia.org/resource/Subhash_Chandra
http://dbpedia.org/resource/Taj_Television,http://dbpedia.org/resource/Subhash_Chandra
http://dbpedia.org/resource/Siti_Cable,http://dbpedia.org/resource/Subhash_Chandra
http://dbpedia.org/resource/Zee_News,http://dbpedia.org/resource/Subhash_Chandra
http://dbpedia.org/resource/Zee_Entertainment_Enterprises,http://dbpedia.org/resource/Subhash_Chandra
http://dbpedia.org/resource/Essel_Vision_Productions,http://dbpedia.org/resource/Subhash_Chandra
http://dbpedia.org/resource/Zee_Live,http://dbpedia.org/resource/Subhash_Chandra
http://dbpedia.org/resource/Bloggingheads.tv,http://dbpedia.org/resource/Will_Wilkinson
http://dbpedia.org/resource/Fatburger,http://dbpedia.org/resource/Andrew_Wiederhorn
http://dbpedia.org/resource/North_Woods_Advertising,http://dbpedia.org/resource/Bill_Hillsman
http://dbpedia.org/resource/Indianapolis_Motor_Speedway_Radio_Network,http://dbpedia.org/resource/Bob_Jenkins
http://dbpedia.org/resource/21st_Street_Games,http://dbpedia.org/resource/Brian_Ferrara
http://dbpedia.org/resource/Village_Roadshow_Pictures,http://dbpedia.org/resource/Bruce_Berman
http://dbpedia.org/resource/19_Entertainment,http://dbpedia.org/resource/CORE_Media_Group
http://dbpedia.org/resource/Architecture_for_Humanity,http://dbpedia.org/resource/Cameron_Sinclair
http://dbpedia.org/resource/Good_Vibrations_(sex_shop),http://dbpedia.org/resource/Carol_Queen
http://dbpedia.org/resource/YouTube,http://dbpedia.org/resource/Chad_Hurley
http://dbpedia.org/resource/TV5_Network_(company),http://dbpedia.org/resource/Chot_Reyes
http://dbpedia.org/resource/Digital5,http://dbpedia.org/resource/Chot_Reyes
http://dbpedia.org/resource/TV5_(Philippines),http://dbpedia.org/resource/Chot_Reyes
http://dbpedia.org/resource/After_Hours_Press,http://dbpedia.org/resource/Chris_Eliopoulos
http://dbpedia.org/resource/Nerdist_Industries,http://dbpedia.org/resource/Chris_Hardwick
http://dbpedia.org/resource/Tharaka_Prabhu_Films,http://dbpedia.org/resource/Dasari_Narayana_Rao
http://dbpedia.org/resource/British_Association_for_Shooting_and_Conservation,http://dbpedia.org/resource/David_Douglas-Home,_15th_Earl_of_Home
http://dbpedia.org/resource/UPN,http://dbpedia.org/resource/Dawn_Ostroff
http://dbpedia.org/resource/Condé_Nast_Entertainment,http://dbpedia.org/resource/Dawn_Ostroff
http://dbpedia.org/resource/Arc_Dream_Publishing,http://dbpedia.org/resource/Dennis_Detwiller
http://dbpedia.org/resource/Sri_Venkateswara_Creations,http://dbpedia.org/resource/Dil_Raju
http://dbpedia.org/resource/The_Trump_Organization,http://dbpedia.org/resource/Donald_Trump_Jr.
http://dbpedia.org/resource/ABS-CBN_Corporation,http://dbpedia.org/resource/Eugenio_Lopez_III
http://dbpedia.org/resource/Vision_Crew_Unlimited,http://dbpedia.org/resource/Evan_Jacobs
http://dbpedia.org/resource/Caliber_Comics,http://dbpedia.org/resource/Gary_Reed_(comics)
http://dbpedia.org/resource/Fox_Kids,http://dbpedia.org/resource/Haim_Saban
http://dbpedia.org/resource/Saban_Entertainment,http://dbpedia.org/resource/Haim_Saban
http://dbpedia.org/resource/Sawiris_Foundation_for_Social_Development,http://dbpedia.org/resource/Ismail_Serageldin
http://dbpedia.org/resource/Reed_(company),http://dbpedia.org/resource/James_A._Reed_(entrepreneur)
http://dbpedia.org/resource/SAS_Institute,http://dbpedia.org/resource/James_Goodnight
http://dbpedia.org/resource/Inspiration_Mars_Foundation,http://dbpedia.org/resource/Jane_Poynter
http://dbpedia.org/resource/World_View_Enterprises,http://dbpedia.org/resource/Jane_Poynter
http://dbpedia.org/resource/Israeli_Committee_Against_House_Demolitions,http://dbpedia.org/resource/Jeff_Halper
http://dbpedia.org/resource/Web.com_(1995_–_2007),http://dbpedia.org/resource/Jeff_Stibel
http://dbpedia.org/resource/Dun_&_Bradstreet_Credibility_Corp,http://dbpedia.org/resource/Jeff_Stibel
http://dbpedia.org/resource/Jenni_Rivera_Fashion,http://dbpedia.org/resource/Jenni_Rivera
http://dbpedia.org/resource/Matter_(magazine),http://dbpedia.org/resource/Jim_Giles_(reporter)
http://dbpedia.org/resource/Discovery_Digital_Networks,http://dbpedia.org/resource/Jim_Louderback
http://dbpedia.org/resource/Siemens,http://dbpedia.org/resource/Joe_Kaeser
http://dbpedia.org/resource/Siemens_Mexico,http://dbpedia.org/resource/Joe_Kaeser
http://dbpedia.org/resource/Tavistock_Group,http://dbpedia.org/resource/Joe_Lewis_(British_businessman)
http://dbpedia.org/resource/Missing_People,http://dbpedia.org/resource/John_Stapleton
http://dbpedia.org/resource/British_Athletes_Commission,http://dbpedia.org/resource/Karen_Pickering
http://dbpedia.org/resource/Access_Industries,http://dbpedia.org/resource/Leonard_Blavatnik
http://dbpedia.org/resource/ONE_Championship,http://dbpedia.org/resource/Matt_Hume
http://dbpedia.org/resource/MNartists.org,http://dbpedia.org/resource/McKnight_Foundation
http://dbpedia.org/resource/Aamir_Khan_Productions,http://dbpedia.org/resource/Aamir_Khan
http://dbpedia.org/resource/Automata_UK,http://dbpedia.org/resource/Mel_Croucher
http://dbpedia.org/resource/The_Leaky_Cauldron_(website),http://dbpedia.org/resource/Melissa_Anelli
http://dbpedia.org/resource/MicroStrategy,http://dbpedia.org/resource/Michael_J._Saylor
http://dbpedia.org/resource/Delta_Holding,http://dbpedia.org/resource/Miroslav_Mišković
http://dbpedia.org/resource/Al_Shoula_Group,http://dbpedia.org/resource/Mishaal_bin_Abdulaziz_Al_Saud
http://dbpedia.org/resource/Bestinvest,http://dbpedia.org/resource/Permira
http://dbpedia.org/resource/Zepter_International,http://dbpedia.org/resource/Philip_Zepter
http://dbpedia.org/resource/Azteca_Productions,http://dbpedia.org/resource/Richard_Dominguez
http://dbpedia.org/resource/RKO_Pictures,http://dbpedia.org/resource/Dina_Merrill
http://dbpedia.org/resource/Rickenbacker_(car),http://dbpedia.org/resource/Eddie_Rickenbacker
http://dbpedia.org/resource/The_Hunger_Project,http://dbpedia.org/resource/Robert_W._Fuller
http://dbpedia.org/resource/Condé_Nast,http://dbpedia.org/resource/Emeritus
http://dbpedia.org/resource/Daimler-Benz,http://dbpedia.org/resource/Gottlieb_Daimler
http://dbpedia.org/resource/DSI_Samson_Group,http://dbpedia.org/resource/Royal_College_of_Obstetricians_and_Gynaecologists
http://dbpedia.org/resource/Howard_League_for_Penal_Reform,http://dbpedia.org/resource/John_Howard_(prison_reformer)
http://dbpedia.org/resource/Project_Cuddle,http://dbpedia.org/resource/John_Stamos
http://dbpedia.org/resource/Oracle_Corporation,http://dbpedia.org/resource/Safra_A._Catz
http://dbpedia.org/resource/Storage_Technology_Corporation,http://dbpedia.org/resource/Safra_A._Catz
http://dbpedia.org/resource/Versace,http://dbpedia.org/resource/Santo_Versace
http://dbpedia.org/resource/TicketNet,http://dbpedia.org/resource/Retail
http://dbpedia.org/resource/Earwolf,http://dbpedia.org/resource/Scott_Aukerman
http://dbpedia.org/resource/Eternity_Comics,http://dbpedia.org/resource/Scott_Mitchell_Rosenberg
http://dbpedia.org/resource/7th_Level,http://dbpedia.org/resource/Scott_Page
http://dbpedia.org/resource/Borden_Milk_Products,http://dbpedia.org/resource/Selena_Gomez
http://dbpedia.org/resource/TV5_(Philippines),http://dbpedia.org/resource/Sports5
http://dbpedia.org/resource/Crescent_cymbals,http://dbpedia.org/resource/Stanton_Moore
http://dbpedia.org/resource/Blackhill_Enterprises,http://dbpedia.org/resource/Syd_Barrett
http://dbpedia.org/resource/Type-Moon,http://dbpedia.org/resource/Takashi_Takeuchi
http://dbpedia.org/resource/US_Microbics,http://dbpedia.org/resource/US_Microbics
http://dbpedia.org/resource/N-ERGIE,http://dbpedia.org/resource/Ulrich_Maly
http://dbpedia.org/resource/M-Zet_Productions,http://dbpedia.org/resource/Vic_Sotto
http://dbpedia.org/resource/Cheetah_Vision,http://dbpedia.org/resource/50_Cent
http://dbpedia.org/resource/SMS_Audio,http://dbpedia.org/resource/50_Cent
http://dbpedia.org/resource/G-Unit_Clothing_Company,http://dbpedia.org/resource/50_Cent
http://dbpedia.org/resource/Daei_Sport,http://dbpedia.org/resource/Ali_Daei
http://dbpedia.org/resource/Wang_Laboratories,http://dbpedia.org/resource/An_Wang
http://dbpedia.org/resource/Orion_Group_SA,http://dbpedia.org/resource/Andrew_Young
http://dbpedia.org/resource/Avedis_Zildjian_Company,http://dbpedia.org/resource/Armand_Zildjian
