m1,p
http://dbpedia.org/resource/GM_Sugar_Uganda_Limited,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Jesa_Farm_Dairy_Limited,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Banco_Pastor,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Endemol_Australia,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Tadano_Limited,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Radionomy,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/US_Foods,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Nidec,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Pinnacle_Airlines_Corp.,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Radiant_Logic,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/RingCentral,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Banco_Santander-Chile,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Intergroup_Financial_Services,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Unisto,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/PTT_Global_Chemical,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Sivantos,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Forum_Research,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Udemy,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/PropertyRoom.com,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Watkins-Johnson_Company,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Whisbi,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/ABM_Industries,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/AO_World,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Aeropuertos_y_Servicios_Auxiliares,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Allegro_(auction_website),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Arab_Banking_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Banca_Transilvania,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bell_Canada,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Benchmark_Electronics,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Better_Choice_Parking,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bombardier_Recreational_Products,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Botswana_Stock_Exchange,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/CMS_Energy,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Cadence_Design_Systems,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Cardinal_Health,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Chesapeake_Energy,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Concord_watch,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Corning_Inc.,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/DS_Smith,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Denison_Mines,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Derwent_London,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Domain_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Dover_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/EMT_(mobile_operator),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Egmont_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/European_Pressphoto_Agency,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/GPA_(company),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Golden_Telecom,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Goya_Foods,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Hard_Rock_Cafe,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Hudson_Global,_Inc.,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/INCA_Internet,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Interface,_Inc.,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Israel_Electric_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Janus_Capital_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Jive_Software,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/John_Holland_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/KB_Kookmin_Bank,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Kayser-Roth,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Kroger,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Kyowa_Hakko_Kirin,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Lattice_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Liberty_Mutual,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Lincoln_Snacks_Company,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Louisiana-Pacific,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Lulu_(company),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Marathon_Oil,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Marathon_Petroleum,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Meridian_Credit_Union,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Meru_Networks,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Minoan_Lines,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/NSK_Ltd.,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Nehemiah_Corporation_of_America,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/New_World_Pasta,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Nippon_Sheet_Glass,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/OSI_Systems,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Oxford_Instruments,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Precision_Drilling,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/RPC_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Resolution_plc,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Sky_Television_(New_Zealand),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Stock_Spirits,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Storage_Made_Easy,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Summit_Credit_Union,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/TNT_Express,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Telecom_Argentina,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/The_General_(insurance),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Titan_Cement,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Tula_Arms_Plant,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Venturi_Automobiles,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/WHSmith,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Cara_Operations,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Fossil_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Funimation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Logitech,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Moto_Guzzi,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Qinetiq,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Raytheon,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Shuto_Expressway,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Synopsys,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Beazer,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Hisamitsu_Pharmaceutical,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bridas_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/IMedix,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/PayMate,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Yardbarker,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/STANLIB,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/El_Paso_Electric,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Heublein,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Hoplon_Infotainment,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Terso_Solutions,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/SKIDATA,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bandcamp,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Adidas,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Azteca_(multimedia_conglomerate),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Banrisul,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Barrett_Firearms_Manufacturing,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bechtel,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bee_Train,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bendigo_and_Adelaide_Bank,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Betfair,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bezeq,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Biovail,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/CHESF,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Canfor,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Cedar_Fair,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Celestica,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/De_Surinaamsche_Bank,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/East_Japan_Railway_Company,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Elcoteq,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Experian,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Freescale_Semiconductor,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Fruition,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/GenOn_Energy,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Green_Cargo,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Hardee's,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Hesburger,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Humana,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Komatsu_Limited,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/L_Brands,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Land_O'Lakes,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Logica,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Marimekko,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Meteor_(mobile_network),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Norwegian_State_Railways,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Piaggio,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Polaroid_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Quiznos,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Rentokil_Initial,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Revlon,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Ryman,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/RÚV,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Sappi,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Sitel,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Six_Apart,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Solarsoft_Business_Systems,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Sumitomo_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/TMX_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Telmex,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/The_Keg,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Valero_Energy,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Victorinox,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/West_Japan_Railway_Company,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Whole_Foods_Market,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Yaskawa_Electric_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Élan,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Íslandsbanki,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Big_Lots,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Brambles_Limited,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Coast_Capital_Savings,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Commerce_Bancshares,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/De_La_Rue,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/HSBC_Bank_Malta,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Marshall_Aerospace_and_Defence_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Mitsumi_Electric,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/OCBC_Wing_Hang_Bank,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Papa_Gino's,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Pelephone,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Printronix,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/R._Torre_&_Company,_Inc.,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Santos_Limited,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Steak_'n_Shake,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/SuperValu_(Ireland),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Vivo_(telecommunications),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/WebMD,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Air_Products_&_Chemicals,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Amcor,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Amdocs,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/American_Family_Insurance,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/AmerisourceBergen,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Amgen,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Ascential,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Astra_International,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bally_Technologies,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bank_Hapoalim,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bank_Leumi,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Best_Western,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bradespar,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Brasil_Telecom,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Braskem,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/CEMIG,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/CSX_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Canadian_Utilities,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Caribou_Coffee,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Castrol,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Celesc,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Celestron,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Choice_Hotels,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Cia._Hering,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Clugston_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Coca-Cola_FEMSA,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Daiwa_Securities_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Dansk_Supermarked,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/David_Suzuki_Foundation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/DiscoveRx,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Dorel_Industries,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/EToro,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Eckō_Unltd.,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Eldorado_Gold,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Emera,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Enbridge,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Gemesis,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/George_Wimpey,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Gildan_Activewear,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Grupo_Bimbo,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Grupo_Modelo,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Hellenic_Petroleum,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Holmen_(company),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/ICA_Gruppen,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Infraero,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Intersil,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Jim_Pattison_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Jindal_Steel_and_Power,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/KWV_South_Africa_(Pty)_LTD,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Key_Food,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Kinnevik_AB,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Klabin,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Kuraray,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/LNK_(television_station),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/LaRosa's_Pizzeria,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Lithium_Technologies,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/MLB_Advanced_Media,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/MSCI,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Maisto,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Marine_Midland_Bank,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Mediacom,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Mitchells_&_Butlers,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/MoneyGram,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Moody's_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/NHK_Spring_Company,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Napster_(pay_service),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/National_Iranian_Oil_Company,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/New_Dragon_Asia,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Nippon_Life,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Nuance_Communications,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Obayashi_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Omron,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Ooredoo,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/P._F._Chang's_China_Bistro,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/PAETEC_Holding_Corp.,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Pace_plc,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Piraeus_Bank,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/RaceTrac,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Rohm,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Rubycon_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Safmarine,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Schroders,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Schweizer_Aircraft,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Scientific_Atlanta,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Sepura,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Skrill,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/St.George_Bank,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Standard_Bank,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Steyr_Tractor,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Stockland,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Stroh,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/SunGard,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Suncor_Energy,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Telekom_Romania,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Telenor_Montenegro,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Tesco_Bank,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Tosoh,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Tractebel_Energia,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/TransACT,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Transocean,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/UBM_plc,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/US_Airways_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Unum,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Uralvagonzavod,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Vesuvius_plc,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Wall_to_Wall_Media_(production_company),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Hormel,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Woori_Financial_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/YPF,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Chemetco,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Gardena_(company),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Shimano,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Yukos,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/APMEX,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/America's_First_Federal_Credit_Union,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/American_Energy_Partners,_LP,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bullhorn,_Inc.,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Caricel,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Deutsche_Börse_Cloud_Exchange_AG,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Digicel_Play,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Energix_Renewable_Energies,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Gema_Switzerland,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/GrabOn,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Gydja_Collection,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Ibstock_plc,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Japan_Finance_Corporation,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/LifeBEAM,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Lifestyle_Nutrition,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Lixil_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/MVV_Energie,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Marquette_Transportation_Company,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Mi9_Retail,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/NTT_Facilities,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/New_Senior_Investment_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Nihon_Kohden,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Phinergy,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Playworld,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Precision_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/QuickBase,_Inc.,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Rototilt_Group_AB,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/SBI_Mutual_Fund,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/SBS_Transit_(Trains),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Sun_Broadcast_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Swissquote,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Tokyo_Industries,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Ughelli_Power_Plant,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Un-Cruise_Adventures,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/AIICO_Pension_Managers_Limited,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/AOP_Orphan_Pharmaceuticals_AG,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/AWI-Ability_With_Innovation_LLC,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/A_Travel_Duet,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Access_Bank_Ghana_Limited,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Adinotec,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Africell_Uganda,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Akiira_Geothermal_Limited,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Alestra,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/American_Vision_Windows,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Anbang_Insurance_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Argyle_Hotel_Group,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Armstrong_Investment_Managers,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Athens_International_Airport_S.A.,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Autonomous_Solutions,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bank_of_India_(Kenya),http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Barambo,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Bethpage_Federal_Credit_Union,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Buganda_Investments_and_Commercial_Undertakings_Limited,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Chestertons,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Chope,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Co-Creation_Hub,http://dbpedia.org/resource/CEO
http://dbpedia.org/resource/Contify,http://dbpedia.org/resource/CEO
